Date,Close,Symbol,Shortname
2010-04-09,14.102640151977539,GOOG,Alphabet Inc.
2010-04-12,14.264781951904297,GOOG,Alphabet Inc.
2010-04-13,14.614471435546875,GOOG,Alphabet Inc.
2010-04-14,14.670013427734375,GOOG,Alphabet Inc.
2010-04-15,14.826925277709961,GOOG,Alphabet Inc.
2010-04-16,13.70238971710205,GOOG,Alphabet Inc.
2010-04-19,13.70114517211914,GOOG,Alphabet Inc.
2010-04-20,13.82418441772461,GOOG,Alphabet Inc.
2010-04-21,13.805752754211426,GOOG,Alphabet Inc.
2010-04-22,13.625429153442383,GOOG,Alphabet Inc.
2010-04-23,13.573871612548828,GOOG,Alphabet Inc.
2010-04-26,13.241368293762207,GOOG,Alphabet Inc.
2010-04-27,13.177108764648438,GOOG,Alphabet Inc.
2010-04-28,13.180347442626953,GOOG,Alphabet Inc.
2010-04-29,13.250333786010742,GOOG,Alphabet Inc.
2010-04-30,13.093422889709473,GOOG,Alphabet Inc.
2010-05-03,13.21546459197998,GOOG,Alphabet Inc.
2010-05-04,12.611976623535156,GOOG,Alphabet Inc.
2010-05-05,12.6964111328125,GOOG,Alphabet Inc.
2010-05-06,12.420195579528809,GOOG,Alphabet Inc.
2010-05-07,12.282462120056152,GOOG,Alphabet Inc.
2010-05-10,12.99255084991455,GOOG,Alphabet Inc.
2010-05-11,12.678727149963379,GOOG,Alphabet Inc.
2010-05-12,12.587569236755371,GOOG,Alphabet Inc.
2010-05-13,12.724306106567383,GOOG,Alphabet Inc.
2010-05-14,12.640869140625,GOOG,Alphabet Inc.
2010-05-17,12.651827812194824,GOOG,Alphabet Inc.
2010-05-18,12.412723541259766,GOOG,Alphabet Inc.
2010-05-19,12.314592361450195,GOOG,Alphabet Inc.
2010-05-20,11.830904960632324,GOOG,Alphabet Inc.
2010-05-21,11.757181167602539,GOOG,Alphabet Inc.
2010-05-24,11.884453773498535,GOOG,Alphabet Inc.
2010-05-25,11.88221263885498,GOOG,Alphabet Inc.
2010-05-26,11.842362403869629,GOOG,Alphabet Inc.
2010-05-27,12.215712547302246,GOOG,Alphabet Inc.
2010-05-28,12.095413208007812,GOOG,Alphabet Inc.
2010-06-01,12.0142183303833,GOOG,Alphabet Inc.
2010-06-02,12.288190841674805,GOOG,Alphabet Inc.
2010-06-03,12.592799186706543,GOOG,Alphabet Inc.
2010-06-04,12.421441078186035,GOOG,Alphabet Inc.
2010-06-07,12.092674255371094,GOOG,Alphabet Inc.
2010-06-08,12.07424259185791,GOOG,Alphabet Inc.
2010-06-09,11.806246757507324,GOOG,Alphabet Inc.
2010-06-10,12.12978458404541,GOOG,Alphabet Inc.
2010-06-11,12.166894912719727,GOOG,Alphabet Inc.
2010-06-14,12.03464126586914,GOOG,Alphabet Inc.
2010-06-15,12.403260231018066,GOOG,Alphabet Inc.
2010-06-16,12.484952926635742,GOOG,Alphabet Inc.
2010-06-17,12.455313682556152,GOOG,Alphabet Inc.
2010-06-18,12.454069137573242,GOOG,Alphabet Inc.
2010-06-21,12.168390274047852,GOOG,Alphabet Inc.
2010-06-22,12.110856056213379,GOOG,Alphabet Inc.
2010-06-23,12.006248474121094,GOOG,Alphabet Inc.
2010-06-24,11.833146095275879,GOOG,Alphabet Inc.
2010-06-25,11.772871971130371,GOOG,Alphabet Inc.
2010-06-28,11.757927894592285,GOOG,Alphabet Inc.
2010-06-29,11.314091682434082,GOOG,Alphabet Inc.
2010-06-30,11.082210540771484,GOOG,Alphabet Inc.
2010-07-01,10.946221351623535,GOOG,Alphabet Inc.
2010-07-02,10.872995376586914,GOOG,Alphabet Inc.
2010-07-06,10.861040115356445,GOOG,Alphabet Inc.
2010-07-07,11.212970733642578,GOOG,Alphabet Inc.
2010-07-08,11.371376991271973,GOOG,Alphabet Inc.
2010-07-09,11.643607139587402,GOOG,Alphabet Inc.
2010-07-12,11.851327896118164,GOOG,Alphabet Inc.
2010-07-13,12.184329986572266,GOOG,Alphabet Inc.
2010-07-14,12.237629890441895,GOOG,Alphabet Inc.
2010-07-15,12.304380416870117,GOOG,Alphabet Inc.
2010-07-16,11.447342872619629,GOOG,Alphabet Inc.
2010-07-19,11.610979080200195,GOOG,Alphabet Inc.
2010-07-20,11.994791030883789,GOOG,Alphabet Inc.
2010-07-21,11.892922401428223,GOOG,Alphabet Inc.
2010-07-22,12.074990272521973,GOOG,Alphabet Inc.
2010-07-23,12.205750465393066,GOOG,Alphabet Inc.
2010-07-26,12.17860221862793,GOOG,Alphabet Inc.
2010-07-27,12.269760131835938,GOOG,Alphabet Inc.
2010-07-28,12.063532829284668,GOOG,Alphabet Inc.
2010-07-29,12.079472541809082,GOOG,Alphabet Inc.
2010-07-30,12.0759859085083,GOOG,Alphabet Inc.
2010-08-02,12.21446704864502,GOOG,Alphabet Inc.
2010-08-03,12.200020790100098,GOOG,Alphabet Inc.
2010-08-04,12.610732078552246,GOOG,Alphabet Inc.
2010-08-05,12.655065536499023,GOOG,Alphabet Inc.
2010-08-06,12.45880126953125,GOOG,Alphabet Inc.
2010-08-09,12.58657169342041,GOOG,Alphabet Inc.
2010-08-10,12.54572582244873,GOOG,Alphabet Inc.
2010-08-11,12.24759292602539,GOOG,Alphabet Inc.
2010-08-12,12.254318237304688,GOOG,Alphabet Inc.
2010-08-13,12.113346099853516,GOOG,Alphabet Inc.
2010-08-16,12.094416618347168,GOOG,Alphabet Inc.
2010-08-17,12.217206954956055,GOOG,Alphabet Inc.
2010-08-18,12.008737564086914,GOOG,Alphabet Inc.
2010-08-19,11.655562400817871,GOOG,Alphabet Inc.
2010-08-20,11.507368087768555,GOOG,Alphabet Inc.
2010-08-23,11.558425903320312,GOOG,Alphabet Inc.
2010-08-24,11.242609977722168,GOOG,Alphabet Inc.
2010-08-25,11.323058128356934,GOOG,Alphabet Inc.
2010-08-26,11.23239803314209,GOOG,Alphabet Inc.
2010-08-27,11.4279146194458,GOOG,Alphabet Inc.
2010-08-30,11.274989128112793,GOOG,Alphabet Inc.
2010-08-31,11.208488464355469,GOOG,Alphabet Inc.
2010-09-01,11.465274810791016,GOOG,Alphabet Inc.
2010-09-02,11.536258697509766,GOOG,Alphabet Inc.
2010-09-03,11.713595390319824,GOOG,Alphabet Inc.
2010-09-07,11.566644668579102,GOOG,Alphabet Inc.
2010-09-08,11.72056770324707,GOOG,Alphabet Inc.
2010-09-09,11.86004638671875,GOOG,Alphabet Inc.
2010-09-10,11.859048843383789,GOOG,Alphabet Inc.
2010-09-13,12.011727333068848,GOOG,Alphabet Inc.
2010-09-14,11.965899467468262,GOOG,Alphabet Inc.
2010-09-15,11.971129417419434,GOOG,Alphabet Inc.
2010-09-16,11.981590270996094,GOOG,Alphabet Inc.
2010-09-17,12.207990646362305,GOOG,Alphabet Inc.
2010-09-20,12.65954875946045,GOOG,Alphabet Inc.
2010-09-21,12.788564682006836,GOOG,Alphabet Inc.
2010-09-22,12.851827621459961,GOOG,Alphabet Inc.
2010-09-23,12.789063453674316,GOOG,Alphabet Inc.
2010-09-24,13.133024215698242,GOOG,Alphabet Inc.
2010-09-27,13.210733413696289,GOOG,Alphabet Inc.
2010-09-28,13.130035400390625,GOOG,Alphabet Inc.
2010-09-29,13.142987251281738,GOOG,Alphabet Inc.
2010-09-30,13.095664024353027,GOOG,Alphabet Inc.
2010-10-01,13.091429710388184,GOOG,Alphabet Inc.
2010-10-04,13.009984970092773,GOOG,Alphabet Inc.
2010-10-05,13.405503273010254,GOOG,Alphabet Inc.
2010-10-06,13.30886459350586,GOOG,Alphabet Inc.
2010-10-07,13.200770378112793,GOOG,Alphabet Inc.
2010-10-08,13.358677864074707,GOOG,Alphabet Inc.
2010-10-11,13.420696258544922,GOOG,Alphabet Inc.
2010-10-12,13.484208106994629,GOOG,Alphabet Inc.
2010-10-13,13.531780242919922,GOOG,Alphabet Inc.
2010-10-14,13.472750663757324,GOOG,Alphabet Inc.
2010-10-15,14.980100631713867,GOOG,Alphabet Inc.
2010-10-18,15.385083198547363,GOOG,Alphabet Inc.
2010-10-19,15.139004707336426,GOOG,Alphabet Inc.
2010-10-20,15.142741203308105,GOOG,Alphabet Inc.
2010-10-21,15.242616653442383,GOOG,Alphabet Inc.
2010-10-22,15.256067276000977,GOOG,Alphabet Inc.
2010-10-25,15.35494613647461,GOOG,Alphabet Inc.
2010-10-26,15.40725040435791,GOOG,Alphabet Inc.
2010-10-27,15.354199409484863,GOOG,Alphabet Inc.
2010-10-28,15.40675163269043,GOOG,Alphabet Inc.
2010-10-29,15.28520679473877,GOOG,Alphabet Inc.
2010-11-01,15.317585945129395,GOOG,Alphabet Inc.
2010-11-02,15.33253002166748,GOOG,Alphabet Inc.
2010-11-03,15.446601867675781,GOOG,Alphabet Inc.
2010-11-04,15.548471450805664,GOOG,Alphabet Inc.
2010-11-05,15.568644523620605,GOOG,Alphabet Inc.
2010-11-08,15.610736846923828,GOOG,Alphabet Inc.
2010-11-09,15.562169075012207,GOOG,Alphabet Inc.
2010-11-10,15.513850212097168,GOOG,Alphabet Inc.
2010-11-11,15.37213134765625,GOOG,Alphabet Inc.
2010-11-12,15.02592945098877,GOOG,Alphabet Inc.
2010-11-15,14.831158638000488,GOOG,Alphabet Inc.
2010-11-16,14.538505554199219,GOOG,Alphabet Inc.
2010-11-17,14.534272193908691,GOOG,Alphabet Inc.
2010-11-18,14.858306884765625,GOOG,Alphabet Inc.
2010-11-19,14.715592384338379,GOOG,Alphabet Inc.
2010-11-22,14.725305557250977,GOOG,Alphabet Inc.
2010-11-23,14.520821571350098,GOOG,Alphabet Inc.
2010-11-24,14.818705558776855,GOOG,Alphabet Inc.
2010-11-26,14.69491958618164,GOOG,Alphabet Inc.
2010-11-29,14.498406410217285,GOOG,Alphabet Inc.
2010-11-30,13.84087085723877,GOOG,Alphabet Inc.
2010-12-01,14.056063652038574,GOOG,Alphabet Inc.
2010-12-02,14.242116928100586,GOOG,Alphabet Inc.
2010-12-03,14.271507263183594,GOOG,Alphabet Inc.
2010-12-06,14.405006408691406,GOOG,Alphabet Inc.
2010-12-07,14.623686790466309,GOOG,Alphabet Inc.
2010-12-08,14.708369255065918,GOOG,Alphabet Inc.
2010-12-09,14.732279777526855,GOOG,Alphabet Inc.
2010-12-10,14.749963760375977,GOOG,Alphabet Inc.
2010-12-13,14.809988975524902,GOOG,Alphabet Inc.
2010-12-14,14.817211151123047,GOOG,Alphabet Inc.
2010-12-15,14.702391624450684,GOOG,Alphabet Inc.
2010-12-16,14.737509727478027,GOOG,Alphabet Inc.
2010-12-17,14.714844703674316,GOOG,Alphabet Inc.
2010-12-20,14.82094669342041,GOOG,Alphabet Inc.
2010-12-21,15.0204496383667,GOOG,Alphabet Inc.
2010-12-22,15.080723762512207,GOOG,Alphabet Inc.
2010-12-23,15.049341201782227,GOOG,Alphabet Inc.
2010-12-27,15.003264427185059,GOOG,Alphabet Inc.
2010-12-28,14.917086601257324,GOOG,Alphabet Inc.
2010-12-29,14.968893051147461,GOOG,Alphabet Inc.
2010-12-30,14.915593147277832,GOOG,Alphabet Inc.
2010-12-31,14.79379940032959,GOOG,Alphabet Inc.
2011-01-03,15.052330017089844,GOOG,Alphabet Inc.
2011-01-04,14.996788024902344,GOOG,Alphabet Inc.
2011-01-05,15.169890403747559,GOOG,Alphabet Inc.
2011-01-06,15.28022575378418,GOOG,Alphabet Inc.
2011-01-07,15.353450775146484,GOOG,Alphabet Inc.
2011-01-10,15.2979097366333,GOOG,Alphabet Inc.
2011-01-11,15.342741966247559,GOOG,Alphabet Inc.
2011-01-12,15.364160537719727,GOOG,Alphabet Inc.
2011-01-13,15.359678268432617,GOOG,Alphabet Inc.
2011-01-14,15.546229362487793,GOOG,Alphabet Inc.
2011-01-18,15.931036949157715,GOOG,Alphabet Inc.
2011-01-19,15.734771728515625,GOOG,Alphabet Inc.
2011-01-20,15.610736846923828,GOOG,Alphabet Inc.
2011-01-21,15.238632202148438,GOOG,Alphabet Inc.
2011-01-24,15.219951629638672,GOOG,Alphabet Inc.
2011-01-25,15.439878463745117,GOOG,Alphabet Inc.
2011-01-26,15.35494613647461,GOOG,Alphabet Inc.
2011-01-27,15.36216926574707,GOOG,Alphabet Inc.
2011-01-28,14.968644142150879,GOOG,Alphabet Inc.
2011-01-31,14.952953338623047,GOOG,Alphabet Inc.
2011-02-01,15.218955993652344,GOOG,Alphabet Inc.
2011-02-02,15.242865562438965,GOOG,Alphabet Inc.
2011-02-03,15.196788787841797,GOOG,Alphabet Inc.
2011-02-04,15.217460632324219,GOOG,Alphabet Inc.
2011-02-07,15.299901962280273,GOOG,Alphabet Inc.
2011-02-08,15.401769638061523,GOOG,Alphabet Inc.
2011-02-09,15.35494613647461,GOOG,Alphabet Inc.
2011-02-10,15.353450775146484,GOOG,Alphabet Inc.
2011-02-11,15.55419921875,GOOG,Alphabet Inc.
2011-02-14,15.645108222961426,GOOG,Alphabet Inc.
2011-02-15,15.54548168182373,GOOG,Alphabet Inc.
2011-02-16,15.547224998474121,GOOG,Alphabet Inc.
2011-02-17,15.573127746582031,GOOG,Alphabet Inc.
2011-02-18,15.693178176879883,GOOG,Alphabet Inc.
2011-02-22,15.198283195495605,GOOG,Alphabet Inc.
2011-02-23,15.225929260253906,GOOG,Alphabet Inc.
2011-02-24,15.163662910461426,GOOG,Alphabet Inc.
2011-02-25,15.194048881530762,GOOG,Alphabet Inc.
2011-02-28,15.277734756469727,GOOG,Alphabet Inc.
2011-03-01,14.962915420532227,GOOG,Alphabet Inc.
2011-03-02,14.963663101196289,GOOG,Alphabet Inc.
2011-03-03,15.182093620300293,GOOG,Alphabet Inc.
2011-03-04,14.959427833557129,GOOG,Alphabet Inc.
2011-03-07,14.736265182495117,GOOG,Alphabet Inc.
2011-03-08,14.752453804016113,GOOG,Alphabet Inc.
2011-03-09,14.739005088806152,GOOG,Alphabet Inc.
2011-03-10,14.453325271606445,GOOG,Alphabet Inc.
2011-03-11,14.363910675048828,GOOG,Alphabet Inc.
2011-03-14,14.196537971496582,GOOG,Alphabet Inc.
2011-03-15,14.18582820892334,GOOG,Alphabet Inc.
2011-03-16,13.87549114227295,GOOG,Alphabet Inc.
2011-03-17,13.98159408569336,GOOG,Alphabet Inc.
2011-03-18,13.974122047424316,GOOG,Alphabet Inc.
2011-03-21,14.35867977142334,GOOG,Alphabet Inc.
2011-03-22,14.379103660583496,GOOG,Alphabet Inc.
2011-03-23,14.499651908874512,GOOG,Alphabet Inc.
2011-03-24,14.617460250854492,GOOG,Alphabet Inc.
2011-03-25,14.439377784729004,GOOG,Alphabet Inc.
2011-03-28,14.330286979675293,GOOG,Alphabet Inc.
2011-03-29,14.48894214630127,GOOG,Alphabet Inc.
2011-03-30,14.491682052612305,GOOG,Alphabet Inc.
2011-03-31,14.614221572875977,GOOG,Alphabet Inc.
2011-04-01,14.739751815795898,GOOG,Alphabet Inc.
2011-04-04,14.637136459350586,GOOG,Alphabet Inc.
2011-04-05,14.174121856689453,GOOG,Alphabet Inc.
2011-04-06,14.300896644592285,GOOG,Alphabet Inc.
2011-04-07,14.445853233337402,GOOG,Alphabet Inc.
2011-04-08,14.400025367736816,GOOG,Alphabet Inc.
2011-04-11,14.380349159240723,GOOG,Alphabet Inc.
2011-04-12,14.211979866027832,GOOG,Alphabet Inc.
2011-04-13,14.353200912475586,GOOG,Alphabet Inc.
2011-04-14,14.40874195098877,GOOG,Alphabet Inc.
2011-04-15,13.217955589294434,GOOG,Alphabet Inc.
2011-04-18,13.12181568145752,GOOG,Alphabet Inc.
2011-04-19,12.989562034606934,GOOG,Alphabet Inc.
2011-04-20,13.094169616699219,GOOG,Alphabet Inc.
2011-04-21,13.078478813171387,GOOG,Alphabet Inc.
2011-04-25,13.07723331451416,GOOG,Alphabet Inc.
2011-04-26,13.270757675170898,GOOG,Alphabet Inc.
2011-04-27,13.393796920776367,GOOG,Alphabet Inc.
2011-04-28,13.399026870727539,GOOG,Alphabet Inc.
2011-04-29,13.551705360412598,GOOG,Alphabet Inc.
2011-05-02,13.413722038269043,GOOG,Alphabet Inc.
2011-05-03,13.297408103942871,GOOG,Alphabet Inc.
2011-05-04,13.344731330871582,GOOG,Alphabet Inc.
2011-05-05,13.306873321533203,GOOG,Alphabet Inc.
2011-05-06,13.332526206970215,GOOG,Alphabet Inc.
2011-05-09,13.391803741455078,GOOG,Alphabet Inc.
2011-05-10,13.515838623046875,GOOG,Alphabet Inc.
2011-05-11,13.336261749267578,GOOG,Alphabet Inc.
2011-05-12,13.326299667358398,GOOG,Alphabet Inc.
2011-05-13,13.189312934875488,GOOG,Alphabet Inc.
2011-05-16,12.912101745605469,GOOG,Alphabet Inc.
2011-05-17,13.2119779586792,GOOG,Alphabet Inc.
2011-05-18,13.195789337158203,GOOG,Alphabet Inc.
2011-05-19,13.23165512084961,GOOG,Alphabet Inc.
2011-05-20,13.05182933807373,GOOG,Alphabet Inc.
2011-05-23,12.911355018615723,GOOG,Alphabet Inc.
2011-05-24,12.908117294311523,GOOG,Alphabet Inc.
2011-05-25,12.943236351013184,GOOG,Alphabet Inc.
2011-05-26,12.904878616333008,GOOG,Alphabet Inc.
2011-05-27,12.973871231079102,GOOG,Alphabet Inc.
2011-05-31,13.17611312866211,GOOG,Alphabet Inc.
2011-06-01,13.09093189239502,GOOG,Alphabet Inc.
2011-06-02,13.152201652526855,GOOG,Alphabet Inc.
2011-06-03,13.028166770935059,GOOG,Alphabet Inc.
2011-06-06,12.977855682373047,GOOG,Alphabet Inc.
2011-06-07,12.927294731140137,GOOG,Alphabet Inc.
2011-06-08,12.930782318115234,GOOG,Alphabet Inc.
2011-06-09,12.870010375976562,GOOG,Alphabet Inc.
2011-06-10,12.690183639526367,GOOG,Alphabet Inc.
2011-06-13,12.57112979888916,GOOG,Alphabet Inc.
2011-06-14,12.66179084777832,GOOG,Alphabet Inc.
2011-06-15,12.526796340942383,GOOG,Alphabet Inc.
2011-06-16,12.462536811828613,GOOG,Alphabet Inc.
2011-06-17,12.080220222473145,GOOG,Alphabet Inc.
2011-06-20,12.069260597229004,GOOG,Alphabet Inc.
2011-06-21,12.278974533081055,GOOG,Alphabet Inc.
2011-06-22,12.12978458404541,GOOG,Alphabet Inc.
2011-06-23,11.960667610168457,GOOG,Alphabet Inc.
2011-06-24,11.827667236328125,GOOG,Alphabet Inc.
2011-06-27,12.024928092956543,GOOG,Alphabet Inc.
2011-06-28,12.295165061950684,GOOG,Alphabet Inc.
2011-06-29,12.392799377441406,GOOG,Alphabet Inc.
2011-06-30,12.612225532531738,GOOG,Alphabet Inc.
2011-07-01,12.9771089553833,GOOG,Alphabet Inc.
2011-07-05,13.261293411254883,GOOG,Alphabet Inc.
2011-07-06,13.334020614624023,GOOG,Alphabet Inc.
2011-07-07,13.613970756530762,GOOG,Alphabet Inc.
2011-07-08,13.25008487701416,GOOG,Alphabet Inc.
2011-07-11,13.13277530670166,GOOG,Alphabet Inc.
2011-07-12,13.300396919250488,GOOG,Alphabet Inc.
2011-07-13,13.40625,GOOG,Alphabet Inc.
2011-07-14,13.17411994934082,GOOG,Alphabet Inc.
2011-07-15,14.884708404541016,GOOG,Alphabet Inc.
2011-07-18,14.81795883178711,GOOG,Alphabet Inc.
2011-07-19,15.007497787475586,GOOG,Alphabet Inc.
2011-07-20,14.828169822692871,GOOG,Alphabet Inc.
2011-07-21,15.118083953857422,GOOG,Alphabet Inc.
2011-07-22,15.39803409576416,GOOG,Alphabet Inc.
2011-07-25,15.41671371459961,GOOG,Alphabet Inc.
2011-07-26,15.504883766174316,GOOG,Alphabet Inc.
2011-07-27,15.123811721801758,GOOG,Alphabet Inc.
2011-07-28,15.21646499633789,GOOG,Alphabet Inc.
2011-07-29,15.03589153289795,GOOG,Alphabet Inc.
2011-08-01,15.112604141235352,GOOG,Alphabet Inc.
2011-08-02,14.754695892333984,GOOG,Alphabet Inc.
2011-08-03,14.973127365112305,GOOG,Alphabet Inc.
2011-08-04,14.384084701538086,GOOG,Alphabet Inc.
2011-08-05,14.421942710876465,GOOG,Alphabet Inc.
2011-08-08,13.599526405334473,GOOG,Alphabet Inc.
2011-08-09,14.281719207763672,GOOG,Alphabet Inc.
2011-08-10,13.673996925354004,GOOG,Alphabet Inc.
2011-08-11,14.000772476196289,GOOG,Alphabet Inc.
2011-08-12,14.041619300842285,GOOG,Alphabet Inc.
2011-08-15,13.878728866577148,GOOG,Alphabet Inc.
2011-08-16,13.424680709838867,GOOG,Alphabet Inc.
2011-08-17,13.278977394104004,GOOG,Alphabet Inc.
2011-08-18,12.57486629486084,GOOG,Alphabet Inc.
2011-08-19,12.22716999053955,GOOG,Alphabet Inc.
2011-08-22,12.407743453979492,GOOG,Alphabet Inc.
2011-08-23,12.922064781188965,GOOG,Alphabet Inc.
2011-08-24,13.033397674560547,GOOG,Alphabet Inc.
2011-08-25,12.9524507522583,GOOG,Alphabet Inc.
2011-08-26,13.122314453125,GOOG,Alphabet Inc.
2011-08-29,13.426673889160156,GOOG,Alphabet Inc.
2011-08-30,13.467021942138672,GOOG,Alphabet Inc.
2011-08-31,13.473498344421387,GOOG,Alphabet Inc.
2011-09-01,13.262787818908691,GOOG,Alphabet Inc.
2011-09-02,13.072003364562988,GOOG,Alphabet Inc.
2011-09-06,13.00575065612793,GOOG,Alphabet Inc.
2011-09-07,13.300894737243652,GOOG,Alphabet Inc.
2011-09-08,13.324057579040527,GOOG,Alphabet Inc.
2011-09-09,13.07225227355957,GOOG,Alphabet Inc.
2011-09-12,13.203510284423828,GOOG,Alphabet Inc.
2011-09-13,13.188566207885742,GOOG,Alphabet Inc.
2011-09-14,13.25207805633545,GOOG,Alphabet Inc.
2011-09-15,13.513348579406738,GOOG,Alphabet Inc.
2011-09-16,13.61596393585205,GOOG,Alphabet Inc.
2011-09-19,13.615715026855469,GOOG,Alphabet Inc.
2011-09-20,13.61471939086914,GOOG,Alphabet Inc.
2011-09-21,13.429661750793457,GOOG,Alphabet Inc.
2011-09-22,12.96789264678955,GOOG,Alphabet Inc.
2011-09-23,13.088689804077148,GOOG,Alphabet Inc.
2011-09-26,13.247594833374023,GOOG,Alphabet Inc.
2011-09-27,13.433149337768555,GOOG,Alphabet Inc.
2011-09-28,13.171628952026367,GOOG,Alphabet Inc.
2011-09-29,13.13825511932373,GOOG,Alphabet Inc.
2011-09-30,12.82791805267334,GOOG,Alphabet Inc.
2011-10-03,12.341739654541016,GOOG,Alphabet Inc.
2011-10-04,12.50064468383789,GOOG,Alphabet Inc.
2011-10-05,12.570383071899414,GOOG,Alphabet Inc.
2011-10-06,12.81969928741455,GOOG,Alphabet Inc.
2011-10-07,12.829910278320312,GOOG,Alphabet Inc.
2011-10-10,13.379101753234863,GOOG,Alphabet Inc.
2011-10-11,13.528791427612305,GOOG,Alphabet Inc.
2011-10-12,13.661293983459473,GOOG,Alphabet Inc.
2011-10-13,13.922565460205078,GOOG,Alphabet Inc.
2011-10-14,14.736763000488281,GOOG,Alphabet Inc.
2011-10-17,14.505878448486328,GOOG,Alphabet Inc.
2011-10-18,14.707621574401855,GOOG,Alphabet Inc.
2011-10-19,14.463288307189941,GOOG,Alphabet Inc.
2011-10-20,14.537261009216309,GOOG,Alphabet Inc.
2011-10-21,14.707123756408691,GOOG,Alphabet Inc.
2011-10-24,14.854820251464844,GOOG,Alphabet Inc.
2011-10-25,14.524558067321777,GOOG,Alphabet Inc.
2011-10-26,14.60301399230957,GOOG,Alphabet Inc.
2011-10-27,14.910860061645508,GOOG,Alphabet Inc.
2011-10-28,14.94747257232666,GOOG,Alphabet Inc.
2011-10-31,14.760672569274902,GOOG,Alphabet Inc.
2011-11-01,14.41222858428955,GOOG,Alphabet Inc.
2011-11-02,14.565902709960938,GOOG,Alphabet Inc.
2011-11-03,14.881719589233398,GOOG,Alphabet Inc.
